舒柔	210704	9	8	1	0	5
郭文	210705	8	9	4	0	4
蒋建婷	210706	9	9	3	0	2
蒋维月	210707	8	9	1	0	5
薛铭倩	210708	9	10	4	0	0
齐盛涵	210709	10	10	1	0	1
庞妤琴	210710	10	9	1	0	5
顾泽鹏	210711	8	10	1	0	4
席月憧	210712	8	8	0	0	3
戚惠琬	210713	10	10	1	0	3
施致	210714	10	8	5	0	1
李泽卿	210715	9	10	3	0	1
廉琬斌	210716	9	10	5	0	3
屈泓	210717	10	8	4	0	4
阮淑渊	210718	10	10	3	0	2
孔青珍	210719	10	10	5	0	2
童秀希	210720	9	9	5	0	5
支清建	210721	10	8	1	0	0
谢希	210722	8	8	2	0	5
明允君	210723	9	9	4	0	1
董冠晶	210724	8	10	4	0	1
柏淳	210725	10	9	5	0	5
娄凝	210726	10	8	1	0	5
明晨	210727	9	8	1	0	1
袁琳	210728	8	10	2	0	0
水丽媛	210729	10	8	0	0	1
俞慧羽	210730	8	8	2	0	1
宋艳源	210731	8	10	4	0	1
危淑珊	210732	10	8	4	0	0
明子秋	210733	9	9	4	0	0
酆弘梦	210734	8	8	0	0	4
苗颖莉	210735	9	8	5	0	1
熊艳	210736	10	8	4	0	5
项玲家	210737	8	8	1	0	0
罗雪一	210801	9	10	1	0	4
邱韵	210802	8	10	3	0	1
彭彤	210803	9	9	1	0	5
狄娟羽	210804	9	9	3	0	4
卞克妍	210805	9	10	3	0	0
姜琛	210806	9	10	0	0	4
林宜子	210807	8	8	4	0	5
夏弘	210808	10	9	0	0	0
沈琛姣	210809	9	9	1	0	5
贾瑛琴	210810	10	10	4	0	3
岑君君	210811	10	10	1	0	1
许锦翰	210812	10	9	3	0	4
薛艺	210813	10	8	5	0	0
华娟	210814	10	8	1	0	1
梅炎	210815	9	9	3	0	5
狄翔盛	210816	10	10	1	0	2
蒋涵荷	210817	9	8	3	0	1
路函奇	210818	8	8	3	0	3
高悦	210819	8	9	5	0	2
施盛	210820	8	10	4	0	1
田月文	210821	8	10	0	0	3
邹钧漩	210822	10	9	1	0	1
李士怡	210823	9	10	5	0	4
苗伯	210824	8	10	4	0	5
方朗瑞	210825	10	8	5	0	0
苏姣铭	210826	8	10	3	0	1
明月淳	210827	8	9	3	0	3
胡瑶琴	210828	8	8	5	0	5
邬琴悦	210829	9	9	2	0	2
窦伊致	210830	8	10	4	0	3
支育子	210831	8	8	1	0	5
蔡芝亚	210832	9	10	1	0	2
姚筠	210833	8	9	1	0	4
江飘媛	210834	9	9	3	0	0
季颖	210835	9	10	5	0	0
安黛璐	210836	10	8	2	0	3
王佳德	210901	10	10	5	0	5
穆荣莎	210902	8	9	1	0	1
邵纯	210903	8	9	0	0	4
郑芳	210904	8	9	2	0	2
毛真莲	210905	9	8	2	0	4
林朗芸	210906	10	9	4	0	3
于雨	210907	9	10	2	0	2
郭寒航	210908	10	10	1	0	3
卢梦	210909	8	8	5	0	3
贝彤莉	210910	10	8	1	0	5
杜香	210911	8	10	0	0	4
纪琳	210912	9	10	0	0	2
麻琰欣	210913	8	8	4	0	4
傅婵	210914	10	10	5	0	0
韦云晓	210915	8	8	4	0	3
祁弘元	210916	8	8	1	0	1
曹娟蓓	210917	8	9	4	0	3
贾蓓	210918	8	8	3	0	1
许艺月	210919	8	9	1	0	2
臧钧荣	210920	10	10	1	0	0
骆月月	210921	9	10	1	0	5
鲁真寒	210922	10	8	0	0	3
戚珊	210923	8	9	2	0	5
喻苑允	210924	9	8	2	0	2
卢婕	210925	8	10	1	0	4
蓝炎筠	210926	8	9	1	0	0
万宜	210927	8	9	0	0	5
殷纯妹	210928	8	9	5	0	0
朱荔思	210929	10	10	5	0	3
窦萍倩	210930	8	9	2	0	2
舒聪	210931	9	8	4	0	1
明月惠	210932	9	8	5	0	2
常丽蓓	210933	8	10	2	0	1
汤吉	211001	10	9	1	0	5
郑茗仪	211002	10	9	5	0	0
赵伊媛	211003	10	10	0	0	0
胡惠丽	211004	8	9	4	0	4
昝莉妹	211005	9	8	5	0	5
路莎亚	211006	10	9	3	0	3
孟霄	211007	10	9	4	0	0
郝腾凝	211008	8	8	4	0	4
罗乐全	211009	8	10	5	0	4
鲁娅	211010	10	8	5	0	1
葛浩影	211011	8	8	2	0	3
湛一固	211012	10	8	5	0	5
安先蓉	211013	9	8	3	0	5
顾珍	211014	9	8	5	0	4
葛苑晓	211015	9	10	2	0	2
樊华蓉	211016	9	10	0	0	5
管珊思	211017	9	8	1	0	0
乐乐慧	211018	9	10	3	0	1
袁影	211019	9	9	3	0	0
尹晗	211020	10	9	1	0	4
孔竹莉	211021	10	10	3	0	3
常吉全	211022	8	8	0	0	1
张聪珍	211023	9	8	5	0	2
水莹谦	211024	10	9	4	0	4
邹泽	211025	10	9	1	0	1
黄黛	211026	9	9	4	0	5
颜梦爱	211027	10	8	1	0	4
柏薇欣	211028	9	8	3	0	5
穆霞霭	211029	9	10	2	0	5
管玲	211030	10	10	5	0	5
于鸣艺	211031	9	9	1	0	1
范茗允	211032	9	9	3	0	5
于婕	211033	8	10	0	0	2
和晨珍	211034	9	9	5	0	0
席霭	211035	8	8	4	0	0
霍爱娴	211036	10	10	1	0	5
娄悦爱	211037	8	8	2	0	3
陶淇妍	211038	8	8	1	0	4
华叶瑶	211101	9	10	2	0	4
奚晨	211102	10	10	1	0	0
袁淇怡	211103	9	9	3	0	5
董荣瑶	211104	9	8	2	0	5
邬叶欢	211105	9	9	0	0	5
朱秋雁	211106	8	9	4	0	4
郑弘姬	211107	9	10	0	0	3
杨锦荣	211108	9	9	1	0	3
米瑶	211109	10	9	5	0	3
伍筠	211110	10	8	3	0	0
卞瑶怡	211111	9	8	0	0	1
乐妍	211112	8	9	2	0	4
尤冠	211113	9	10	1	0	1
胡萍	211114	9	9	3	0	1
章维	211115	10	10	0	0	1
苗泽媛	211116	9	8	5	0	0
水真	211117	10	10	0	0	3
韦盛娟	211118	9	10	1	0	0
雷茹涵	211119	8	10	1	0	0
元荔君	211120	10	9	0	0	4
禹玲	211121	9	9	0	0	3
元毓媛	211122	8	9	2	0	1
戴柏丹	211123	10	9	2	0	5
齐融	211124	8	10	5	0	5
凌晶瑛	211125	8	10	4	0	0
郑皑馨	211126	10	9	0	0	5
于晗	211127	10	9	0	0	3
茅韵轮	211128	8	9	3	0	0
酆叶	211129	10	9	3	0	1
谈夕斌	211130	8	9	5	0	2
宋雪琴	211131	10	10	0	0	3
何珍茜	211132	9	10	5	0	5
卫茹	211133	9	10	2	0	3
皮梦	211134	8	10	3	0	0
计荣	211135	9	8	1	0	1
薛毓	211136	10	10	0	0	2
江媛艺	211201	9	10	3	0	3
韩琳钧	211202	10	8	3	0	0
时婕子	211203	8	10	2	0	3
马瑗炎	211204	8	9	3	0	4
元莎	211205	8	10	2	0	0
樊瑾玉	211206	9	10	5	0	0
阮兰蕊	211207	8	9	4	0	2
危瑶枝	211208	10	9	4	0	0
胡思珍	211209	8	10	2	0	1
周素妍	211210	8	8	0	0	0
云珠聪	211211	10	10	5	0	0
吕露婉	211212	10	8	2	0	0
柯晶	211213	8	8	3	0	2
华馨羽	211214	9	10	4	0	1
谈斌宜	211215	9	9	1	0	3
毛悦冰	211216	8	9	4	0	4
唐凝	211217	10	10	4	0	5
邹融建	211218	9	8	3	0	2
花卿腾	211219	10	10	0	0	0
戴雪朋	211220	9	8	0	0	2
季影	211221	9	8	4	0	2
雷云纨	211222	9	10	4	0	1
昝茹	211223	8	8	5	0	3
夏竹韵	211224	9	10	3	0	5
郑姬	211225	9	10	5	0	4
葛菁聪	211226	9	9	4	0	1
徐建全	211227	9	8	0	0	3
童亚	211228	9	10	3	0	1
殷香	211229	9	10	0	0	3
沈珍	211230	8	9	1	0	2
杜亨君	211231	9	10	3	0	5
苏妹嫣	211232	9	10	4	0	3
史羽	211233	9	10	2	0	1
麻琛	211234	10	8	3	0	1
宋旭时	211235	10	9	2	0	3
康伊娅	211236	9	8	2	0	2
花宏元	211237	10	8	0	0	5
雷眉	211238	10	8	4	0	1
娄洁	211301	8	8	0	0	3
黄源云	211302	9	10	2	0	3
于伯沫	211303	9	9	3	0	5
葛荣希	211304	10	10	2	0	2
廉辰馨	211305	10	8	0	0	0
萧嫣	211306	10	8	2	0	0
沈希莹	211307	8	9	2	0	2
穆茗霞	211308	9	9	5	0	3
常影家	211309	9	9	5	0	1
酆若若	211310	10	9	2	0	1
孙芝苑	211311	9	9	4	0	0
窦晗	211312	10	8	0	0	3
苗瑶纯	211313	10	10	1	0	4
昌凝朋	211314	10	8	3	0	5
吕琰	211315	10	9	5	0	0
毛雪秋	211316	8	10	4	0	0
奚贞瑶	211317	9	9	5	0	3
方眉环	211318	8	9	2	0	4
汤悦秀	211319	8	8	2	0	2
皮亨雪	211320	8	10	3	0	0
汪启莹	211321	8	9	5	0	2
苏爱怡	211322	10	8	2	0	1
阮佳克	211323	9	9	4	0	3
夏亮卿	211324	8	9	3	0	0
韦凤月	211325	8	9	3	0	2
莫荔纯	211326	8	8	5	0	4
薛钊露	211327	9	9	3	0	0
高依	211328	9	8	3	0	1
廉琬雄	211329	8	9	2	0	3
平莉晴	211330	9	9	2	0	2
金和嫣	211331	8	9	5	0	5
李珍婵	211332	10	10	4	0	1
和淑育	211333	9	10	4	0	3
皮佩丽	211334	8	8	4	0	0
祁晓弘	211335	8	10	3	0	5
宋姬素	211336	8	10	4	0	2
魏克雨	211337	10	9	0	0	4
马秋琦	211338	9	9	4	0	0
臧漩	211339	8	9	5	0	2
马清	211340	8	8	3	0	4
雷美	211401	8	8	2	0	0
卜奕	211402	8	9	4	0	2
任柏克	211403	8	9	3	0	1
皮珍风	211404	8	10	1	0	5
倪华沫	211405	10	8	0	0	5
汪晓	211406	8	8	1	0	0
时瑞	211407	9	8	0	0	5
元倩弘	211408	8	9	4	0	3
戚鹏	211409	9	8	1	0	2
伍源薇	211410	9	10	2	0	4
许宁瑗	211411	9	10	2	0	4
谈炎英	211412	9	10	4	0	1
卢雪	211413	9	9	4	0	5
支静菁	211414	10	10	4	0	5
祁翰致	211415	8	9	4	0	5
薛夕	211416	8	10	3	0	5
伏芸欢	211417	10	8	4	0	5
计姣	211418	9	10	4	0	4
阮玉梦	211419	9	9	4	0	1
喻泓	211420	9	10	1	0	5
王飘芸	211421	8	8	0	0	0
韩琳	211422	10	9	5	0	0
康爱萍	211423	9	8	3	0	0
熊雪聪	211424	10	8	0	0	3
苏清	211425	9	10	4	0	2
皮艳素	211426	10	8	2	0	0
范亨	211427	9	9	3	0	2
庞丽锦	211428	9	8	2	0	5
禹兰君	211429	9	9	2	0	1
米寒夕	211430	9	8	5	0	4
林奇筠	211431	10	10	2	0	5
邬媛风	211432	8	10	2	0	1
褚晓瑛	211501	8	10	3	0	2
高琳	211502	10	8	0	0	3
柳希	211503	8	8	2	0	0
贾仪洁	211504	9	10	5	0	4
贾家炎	211505	9	9	3	0	1
狄渊婵	211506	8	8	2	0	3
于悦建	211507	8	8	4	0	2
柳晓	211508	8	10	0	0	5
沈盛	211509	9	10	5	0	2
盛全	211510	10	10	2	0	2
梁雄婵	211511	10	8	3	0	2
庞彤翰	211512	9	8	4	0	3
傅家函	211513	8	9	2	0	1
颜慧朋	211514	8	10	1	0	0
支荷莹	211515	9	9	0	0	5
邹子怡	211516	8	8	1	0	3
卞宇时	211517	9	8	4	0	2
柯吉	211518	9	9	1	0	4
夏亮冠	211519	8	9	5	0	3
蓝真瑞	211520	8	8	4	0	2
麻瑶茜	211521	9	8	3	0	2
高秋	211522	10	9	2	0	4
熊和	211523	8	9	2	0	5
陶吉倩	211524	10	8	0	0	5
张柏	211525	10	9	2	0	4
陈依钧	211526	10	10	3	0	2
臧行	211527	8	9	5	0	4
麻勤	211528	8	8	5	0	0
贾茜瑶	211529	10	9	3	0	1
江枫丹	211530	8	8	1	0	2
喻丹	211531	8	9	4	0	3
何之	211532	9	8	0	0	4
管莲莹	211533	9	9	0	0	4
吴欣	211534	9	10	2	0	3
廉宏	211535	8	10	1	0	3
湛德固	211536	8	10	4	0	5
孙风韵	211601	10	10	1	0	2
徐竹文	211602	9	8	5	0	5
马英钊	211603	9	9	3	0	5
潘亚琰	211604	9	9	3	0	4
史斌	211605	10	9	1	0	2
陈娜飘	211606	8	10	0	0	2
任妹	211607	10	8	2	0	3
梅黛艳	211608	8	9	2	0	1
唐佳妤	211609	9	8	2	0	1
郭莲翰	211610	10	10	5	0	1
熊泰悦	211611	8	9	2	0	5
冯晗眉	211612	9	10	5	0	5
朱克飘	211613	10	10	2	0	3
潘吉倩	211614	10	8	5	0	2
毕纯瑶	211615	9	10	3	0	1
陶颖	211616	8	8	1	0	0
薛姬凝	211617	8	8	3	0	2
萧芝萍	211618	8	10	5	0	0
马策风	211619	8	10	3	0	2
康香秀	211620	9	8	3	0	3
平勤	211621	9	10	2	0	3
许娅晴	211622	8	8	0	0	4
云蓓毓	211623	9	8	5	0	4
褚嘉	211624	8	10	2	0	1
余淇启	211625	9	9	1	0	1
水青婵	211626	8	9	5	0	4
计榕梦	211627	8	8	1	0	0
邱晓荔	211628	9	10	3	0	0
郎玉钊	211629	10	9	3	0	0
秦浩	211630	10	8	3	0	5
贾秋泽	211631	10	10	2	0	0
冯凡	211632	8	8	4	0	3
沈亚瑾	200101	12	14	9	10	11
茅英云	200102	13	15	7	7	11
柯娟	200103	13	14	8	11	5
黄晶	200104	14	14	6	6	11
秦芳宜	200105	14	13	7	6	15
凤莉	200106	14	14	5	6	6
陈婕钧	200107	15	12	6	6	13
贺梦昭	200108	11	14	7	9	13
江悦琰	200109	14	10	6	8	6
高致	200110	12	11	6	7	6
徐荔	200111	10	10	10	12	10
华思依	200112	12	10	7	9	11
潘斌	200113	10	12	6	8	14
梁辰珍	200114	10	13	5	11	7
郝柔渊	200115	10	14	7	7	11
韩玉璧	200116	13	13	10	10	12
童克	200117	13	14	7	6	11
柏宜亚	200118	11	11	6	7	7
危瑾维	200119	10	11	6	5	8
章爽琳	200120	15	15	10	10	10
褚莉	200121	10	13	7	10	9
戴泓英	200122	13	11	9	6	11
张树	200123	13	13	6	10	12
强萍莉	200124	10	11	6	11	15
费悦云	200125	14	10	8	6	14
奚梁谦	200126	14	10	8	7	15
屈铎致	200127	15	15	8	8	5
姚岚德	200128	11	15	9	7	7
薛荷馨	200129	11	10	5	6	5
戴云茗	200130	13	12	6	9	11
江荷霭	200131	12	10	9	11	14
花钧	200132	13	12	6	5	6
唐妍菁	200133	15	10	8	5	9
邱思	200134	10	10	8	12	10
金允竹	200201	11	12	9	12	14
祁悦	200202	10	12	5	9	7
任素镇	200203	11	14	8	12	14
皮琬云	200204	12	15	8	7	14
齐梦筠	200205	14	10	5	11	13
酆宏纯	200206	15	10	8	7	13
李嫣栋	200207	14	15	7	6	15
盛琳卿	200208	12	15	8	5	12
冯希	200209	10	12	6	12	9
于炎媛	200210	14	10	10	6	11
卫凝函	200211	15	13	5	5	6
危苑洁	200212	13	12	7	8	7
岑奇和	200213	14	15	7	10	10
薛轮	200214	13	15	8	7	11
严允	200215	13	12	10	11	12
乐晨	200216	11	14	9	5	15
袁榕瑶	200217	11	13	9	12	6
韦启	200218	14	14	5	7	12
常飘	200219	14	15	5	11	10
成悦时	200220	14	11	8	5	6
葛园妍	200221	14	13	5	6	14
喻茹彤	200222	13	13	6	5	8
祁源	200223	12	15	9	5	10
殷柔炎	200224	15	14	5	9	10
邵妤乐	200225	11	15	9	12	14
康娟	200226	14	12	8	11	7
杜茗君	200227	10	11	9	5	10
柳青妤	200228	15	10	9	5	7
喻倩菁	200229	12	12	10	10	12
刁琳柏	200230	11	15	9	10	7
娄亮萱	200231	11	10	9	9	9
赵欣薇	200232	14	15	5	12	11
章青	200233	15	10	8	12	14
郭兰秀	200234	15	13	6	6	7
吴惠嫣	200235	14	12	8	6	10
任晨	200236	15	13	10	5	15
郑爱	200237	12	13	9	7	11
祝舒澜	200301	10	12	6	12	6
鲁灵	200302	15	11	6	11	11
卫荔	200303	14	11	5	5	14
冯奕可	200304	15	15	8	7	10
禹淳	200305	13	13	6	9	5
闵真	200306	11	13	6	10	5
薛鹏宏	200307	10	12	6	7	9
方铭苑	200308	15	14	7	12	13
华云真	200309	11	12	7	8	11
毕莹枫	200310	11	15	8	10	13
费浩媛	200311	12	15	10	7	15
董莎蓉	200312	13	12	7	11	11
盛腾琪	200313	14	11	8	6	7
刁媛芳	200314	14	11	10	10	7
范淳	200315	13	15	5	8	9
明爱柏	200316	10	11	8	10	8
薛奇	200317	11	11	5	6	5
祁柔琳	200318	13	10	10	11	15
廉憧琦	200319	15	12	6	11	6
纪巧	200320	10	15	8	8	8
奚娜亮	200321	13	12	10	10	7
卢元	200322	12	10	5	6	15
胡玲雨	200323	11	10	6	5	12
吴茜先	200324	13	15	6	5	14
路依	200325	11	12	10	7	13
万枫镇	200326	11	12	10	11	15
孙冰	200327	10	10	8	12	15
高月钧	200328	14	11	8	11	15
时霄伯	200329	14	12	7	6	7
凤瑗佳	200330	14	11	6	9	8
禹育毓	200331	10	11	9	11	12
祁行	200332	10	13	5	10	12
平毓茜	200333	15	14	9	8	9
韩亨	200334	11	10	9	6	13
和翰	200401	15	14	7	12	10
虞文舒	200402	14	14	6	9	11
袁沫倩	200403	13	15	9	6	15
鲁梦霞	200404	10	15	9	5	7
林真炎	200405	12	15	8	11	9
皮凡旭	200406	13	11	8	6	15
万希青	200407	12	13	7	5	10
吴娜珍	200408	14	11	7	8	13
贺怡美	200409	15	12	7	6	9
支爽	200410	13	10	5	12	12
卞思菁	200411	12	13	10	7	12
陈鸣	200412	11	11	10	8	14
陶晗爽	200413	14	13	5	6	9
奚荣美	200414	12	14	5	8	7
邹兰娟	200415	14	10	10	10	9
贾凝	200416	10	13	9	10	10
乐媛彤	200417	15	12	5	11	7
何洁琪	200418	10	11	5	6	7
陈娜	200419	14	14	10	11	8
施雨渊	200420	15	15	9	8	13
冯园	200421	12	10	5	9	11
刁艳	200422	12	15	7	11	13
云融钧	200423	13	12	6	10	11
茅羽云	200424	14	15	9	9	7
倪馨宇	200425	15	13	6	9	12
柏亚珍	200426	13	13	9	10	12
邬琴	200427	10	11	5	12	5
柏枫青	200428	13	11	7	6	9
杨苑树	200429	14	15	8	10	15
雷英君	200430	11	13	8	5	6
万娴	200431	12	13	7	5	14
彭凡凡	200432	13	10	10	7	10
闵爽珍	200433	13	14	10	12	7
杨璧允	200434	10	12	8	12	12
柏黛瑛	200435	13	11	10	5	5
张函	200501	10	15	10	6	5
马梦	200502	12	11	8	12	13
卜依	200503	13	11	10	7	5
施子园	200504	15	12	7	11	7
杜锦荔	200505	11	15	7	11	15
卢以月	200506	11	12	6	6	9
元荣旭	200507	13	10	6	8	10
穆璧佩	200508	10	13	7	12	6
强悦希	200509	13	15	10	6	12
卞珍	200510	11	14	6	9	9
史秋育	200511	15	12	9	8	9
常斌	200512	10	15	6	11	9
凌辰	200513	14	14	10	10	5
昌岚晨	200514	10	15	9	5	7
喻钊媛	200515	14	12	5	12	10
席宜娜	200516	15	14	9	5	12
傅丹纨	200517	13	10	5	9	10
平悦佳	200518	11	14	8	7	6
毛妹卿	200519	15	11	5	12	15
汪铭艳	200520	15	10	6	6	13
邱晓	200521	12	14	6	12	8
熊纨树	200522	12	11	10	11	10
席茜	200523	15	11	9	9	7
支琬	200524	11	13	6	11	10
章聪家	200525	14	14	7	7	8
尤沫	200526	14	12	7	11	9
施文莹	200527	14	10	6	11	10
梁昭叶	200528	10	13	10	8	15
乐露珍	200529	13	13	6	9	8
蔡华丹	200530	10	14	9	12	11
伍弘淳	200531	11	10	6	7	13
邵怡荔	200532	11	12	7	10	10
马珍铎	200533	11	11	7	10	10
